accession	tempOptimMin	tempOptimMax	tempMin	tempMax	path
A0A223LRZ7	50.0	50.0			PH/798/79880-0/AF-A0A223LRZ7-F1-model_v3.json.gz
A0A1S6JYL1	30.0	40.0	30.0	50.0	PH/798/79885-0/AF-A0A1S6JYL1-F1-model_v3.json.gz
Q9KK55	20.0	40.0			PH/799/79900-0/AF-Q9KK55-F1-model_v3.json.gz
A1YLF1	42.0	42.0			PH/799/79923-1/AF-A1YLF1-F1-model_v3.json.gz
A1YLF2	37.0	37.0			PH/799/79923-1/AF-A1YLF2-F1-model_v3.json.gz
B0L0Y4	42.0	42.0			PH/799/79923-1/AF-B0L0Y4-F1-model_v3.json.gz
B5G4Y8	42.0	42.0			PH/799/79923-1/AF-B5G4Y8-F1-model_v3.json.gz
C6FWG9	35.0	35.0			PH/799/79923-1/AF-C6FWG9-F1-model_v3.json.gz
C6FWG9	20.0	20.0			PH/799/79923-1/AF-C6FWG9-F1-model_v3.json.gz
C6FWH0	20.0	20.0			PH/799/79923-1/AF-C6FWH0-F1-model_v3.json.gz
G7YHA8	25.0	25.0			PH/799/79923-1/AF-G7YHA8-F1-model_v3.json.gz
G7YHN5	37.0	37.0			PH/799/79923-1/AF-G7YHN5-F1-model_v3.json.gz
G7YVB4			15.0	45.0	PH/799/79923-2/AF-G7YVB4-F1-model_v3.json.gz
Q4VVC2	25.0	25.0			PH/799/79923-2/AF-Q4VVC2-F1-model_v3.json.gz
Q564A6	40.0	40.0	30.0	60.0	PH/799/79923-2/AF-Q564A6-F1-model_v3.json.gz
Q8MVS0	37.0	37.0			PH/799/79923-2/AF-Q8MVS0-F1-model_v3.json.gz
D9PU79	25.0	25.0			PH/799/79929-0/AF-D9PU79-F1-model_v3.json.gz
P11558	18.0	25.0			PH/799/79929-0/AF-P11558-F1-model_v3.json.gz
P11560	18.0	25.0			PH/799/79929-0/AF-P11560-F1-model_v3.json.gz
P11562	18.0	25.0			PH/799/79929-0/AF-P11562-F1-model_v3.json.gz
P32440	60.0	60.0			PH/799/79929-0/AF-P32440-F1-model_v3.json.gz
Q50497	65.0	65.0			PH/799/79929-0/AF-Q50497-F1-model_v3.json.gz
Q50497	30.0	30.0			PH/799/79929-0/AF-Q50497-F1-model_v3.json.gz
Q50754	70.0	70.0			PH/799/79929-0/AF-Q50754-F1-model_v3.json.gz
Q50755	70.0	70.0			PH/799/79929-0/AF-Q50755-F1-model_v3.json.gz
Q50756	70.0	70.0			PH/799/79929-0/AF-Q50756-F1-model_v3.json.gz
R4UMR3	22.0	22.0			PH/799/7998-3/AF-R4UMR3-F1-model_v3.json.gz
O42275	22.0	22.0			PH/800/8005-4/AF-O42275-F1-model_v3.json.gz
O42275	37.0	37.0			PH/800/8005-4/AF-O42275-F1-model_v3.json.gz
O42275	25.0	25.0			PH/800/8005-4/AF-O42275-F1-model_v3.json.gz
L7QHV5	42.0	42.0			PH/801/8019-0/AF-L7QHV5-F1-model_v3.json.gz
Q90WG6	25.0	25.0			PH/802/8022-4/AF-Q90WG6-F1-model_v3.json.gz
U6C7K1	25.0	27.0			PH/802/8022-4/AF-U6C7K1-F1-model_v3.json.gz
A6PZ97			22.0	60.0	PH/803/8030-6/AF-A6PZ97-F1-model_v3.json.gz
B5XA65			4.0	70.0	PH/803/8030-7/AF-B5XA65-F1-model_v3.json.gz
Q9PTN3	23.0	23.0	5.0	30.0	PH/803/8038-0/AF-Q9PTN3-F1-model_v3.json.gz
Q9PTN3	30.0	30.0	5.0	30.0	PH/803/8038-0/AF-Q9PTN3-F1-model_v3.json.gz
Q9PTN3	25.0	25.0	5.0	30.0	PH/803/8038-0/AF-Q9PTN3-F1-model_v3.json.gz
Q9PW89	23.0	23.0	5.0	30.0	PH/803/8038-0/AF-Q9PW89-F1-model_v3.json.gz
Q9PW89	30.0	30.0	5.0	30.0	PH/803/8038-0/AF-Q9PW89-F1-model_v3.json.gz
Q9PW89	25.0	25.0	5.0	30.0	PH/803/8038-0/AF-Q9PW89-F1-model_v3.json.gz
V9I378	50.0	50.0			PH/804/8049-0/AF-V9I378-F1-model_v3.json.gz
Q6BDD5	30.0	30.0			PH/806/80637-0/AF-Q6BDD5-F1-model_v3.json.gz
M9VRD0	37.0	37.0			PH/807/80765-0/AF-M9VRD0-F1-model_v3.json.gz
M9VU49	37.0	37.0			PH/807/80765-0/AF-M9VU49-F1-model_v3.json.gz
S5YEK5	22.0	22.0			PH/808/80816-0/AF-S5YEK5-F1-model_v3.json.gz
A0A090IMH4	30.0	30.0	5.0	50.0	PH/808/80854-0/AF-A0A090IMH4-F1-model_v3.json.gz
B5AX16	40.0	40.0	5.0	5.0	PH/808/80854-0/AF-B5AX16-F1-model_v3.json.gz
Q9AR86	40.0	40.0			PH/808/80863-0/AF-Q9AR86-F1-model_v3.json.gz
O87110	30.0	30.0			PH/808/80866-2/AF-O87110-F1-model_v3.json.gz
Q8KRD4	25.0	25.0			PH/808/80866-2/AF-Q8KRD4-F1-model_v3.json.gz
H2N0D4	50.0	50.0			PH/809/8090-9/AF-H2N0D4-F1-model_v3.json.gz
I1UMG7	30.0	30.0			PH/809/80913-0/AF-I1UMG7-F1-model_v3.json.gz
Q9Z6D6	30.0	30.0			PH/810/81037-0/AF-Q9Z6D6-F1-model_v3.json.gz
Q9Z6D6	35.0	35.0			PH/810/81037-0/AF-Q9Z6D6-F1-model_v3.json.gz
Q9Z6D6	30.0	30.0			PH/810/81037-0/AF-Q9Z6D6-F1-model_v3.json.gz
O42446	37.0	37.0			PH/812/8127-0/AF-O42446-F1-model_v3.json.gz
A0A2U8JGA6	42.0	42.0	30.0	50.0	PH/812/8128-0/AF-A0A2U8JGA6-F1-model_v3.json.gz
I3J7Q8	37.0	37.0			PH/812/8128-5/AF-I3J7Q8-F1-model_v3.json.gz
C0LZ63	50.0	50.0	30.0	80.0	PH/814/81408-0/AF-C0LZ63-F1-model_v3.json.gz
C1K6P2	50.0	50.0			PH/814/81408-0/AF-C1K6P2-F1-model_v3.json.gz
S6D3Q2	20.0	20.0	10.0	40.0	PH/814/81475-0/AF-S6D3Q2-F1-model_v3.json.gz
E2IKQ9	35.0	35.0			PH/816/8164-0/AF-E2IKQ9-F1-model_v3.json.gz
Q68SL6	27.0	27.0			PH/817/8175-6/AF-Q68SL6-F1-model_v3.json.gz
Q68SL7	36.0	36.0	20.0	47.0	PH/817/8175-6/AF-Q68SL7-F1-model_v3.json.gz
A9UVU0	37.0	37.0			PH/818/81824-0/AF-A9UVU0-F1-model_v3.json.gz
A9V766	37.0	37.0			PH/818/81824-0/AF-A9V766-F1-model_v3.json.gz
Q7Z0T2	37.0	37.0			PH/818/81899-0/AF-Q7Z0T2-F1-model_v3.json.gz
Q1XD17	22.0	22.0			PH/819/81964-0/AF-Q1XD17-F1-model_v3.json.gz
A0A168GPL0	30.0	30.0			PH/820/82047-0/AF-A0A168GPL0-F1-model_v3.json.gz
A0A168GPQ3	30.0	30.0			PH/820/82047-0/AF-A0A168GPQ3-F1-model_v3.json.gz
A0A168GPR3	30.0	30.0			PH/820/82047-0/AF-A0A168GPR3-F1-model_v3.json.gz
A0A168GPR3	30.0	30.0			PH/820/82047-0/AF-A0A168GPR3-F1-model_v3.json.gz
A0A1J0KK43	30.0	30.0			PH/820/82047-0/AF-A0A1J0KK43-F1-model_v3.json.gz
A0A1J0KK43	42.0	42.0			PH/820/82047-0/AF-A0A1J0KK43-F1-model_v3.json.gz
Q6UG02	45.0	45.0	30.0	58.0	PH/823/82310-0/AF-Q6UG02-F1-model_v3.json.gz
Q6UG02	45.0	45.0	30.0	53.0	PH/823/82310-0/AF-Q6UG02-F1-model_v3.json.gz
Q6UG02	50.0	50.0	30.0	58.0	PH/823/82310-0/AF-Q6UG02-F1-model_v3.json.gz
Q6UG02	50.0	50.0	30.0	53.0	PH/823/82310-0/AF-Q6UG02-F1-model_v3.json.gz
Q9KWY4	15.0	15.0			PH/823/82349-0/AF-Q9KWY4-F1-model_v3.json.gz
P72181	37.0	37.0			PH/823/82367-1/AF-P72181-F1-model_v3.json.gz
B5L6N2	37.0	37.0			PH/825/82528-0/AF-B5L6N2-F1-model_v3.json.gz
B5L6N2	45.0	45.0			PH/825/82528-0/AF-B5L6N2-F1-model_v3.json.gz
Q58HF4	37.0	37.0			PH/825/8255-0/AF-Q58HF4-F1-model_v3.json.gz
Q5WR67	37.0	37.0			PH/825/8255-0/AF-Q5WR67-F1-model_v3.json.gz
A0FIP8	20.0	20.0			PH/828/8284-0/AF-A0FIP8-F1-model_v3.json.gz
Q9AXD8	35.0	35.0	30.0	42.0	PH/829/82927-0/AF-Q9AXD8-F1-model_v3.json.gz
Q6U677	40.0	50.0	30.0	65.0	PH/829/82983-0/AF-Q6U677-F1-model_v3.json.gz
D0VX20	35.0	35.0	20.0	50.0	PH/829/82996-1/AF-D0VX20-F1-model_v3.json.gz
D0VX20	30.0	30.0	20.0	50.0	PH/829/82996-1/AF-D0VX20-F1-model_v3.json.gz
A0A380WRS7	30.0	30.0			PH/832/83263-1/AF-A0A380WRS7-F1-model_v3.json.gz
B0FWI3	37.0	37.0			PH/833/833-0/AF-B0FWI3-F1-model_v3.json.gz
E2IHC5	30.0	30.0			PH/833/83302-0/AF-E2IHC5-F1-model_v3.json.gz
P95001	25.0	25.0			PH/833/83331-0/AF-P95001-F1-model_v3.json.gz
P95128	37.0	37.0			PH/833/83331-0/AF-P95128-F1-model_v3.json.gz
P9WIC6	37.0	37.0			PH/833/83331-0/AF-P9WIC6-F1-model_v3.json.gz
I6Y0R5	37.0	37.0			PH/833/83332-0/AF-I6Y0R5-F1-model_v3.json.gz
I6Y2G3	30.0	40.0			PH/833/83332-0/AF-I6Y2G3-F1-model_v3.json.gz
I6Y4D2	22.0	22.0			PH/833/83332-0/AF-I6Y4D2-F1-model_v3.json.gz
I6YDN6	55.0	55.0			PH/833/83332-0/AF-I6YDN6-F1-model_v3.json.gz
I6YG32	25.0	25.0			PH/833/83332-0/AF-I6YG32-F1-model_v3.json.gz
I6YG32	25.0	25.0			PH/833/83332-0/AF-I6YG32-F1-model_v3.json.gz
I6YG32	25.0	25.0			PH/833/83332-0/AF-I6YG32-F1-model_v3.json.gz
O06543	37.0	37.0			PH/833/83332-0/AF-O06543-F1-model_v3.json.gz
O07177	37.0	37.0			PH/833/83332-0/AF-O07177-F1-model_v3.json.gz
O07427	37.0	37.0			PH/833/83332-0/AF-O07427-F1-model_v3.json.gz
O33336	30.0	30.0			PH/833/83332-0/AF-O33336-F1-model_v3.json.gz
O53444	37.0	37.0			PH/833/83332-0/AF-O53444-F1-model_v3.json.gz
P71875	22.0	22.0			PH/833/83332-0/AF-P71875-F1-model_v3.json.gz
P95189	37.0	37.0			PH/833/83332-0/AF-P95189-F1-model_v3.json.gz
P95231	37.0	37.0	20.0	80.0	PH/833/83332-0/AF-P95231-F1-model_v3.json.gz
P96273	37.0	37.0	30.0	42.0	PH/833/83332-0/AF-P96273-F1-model_v3.json.gz
P96273	37.0	37.0	30.0	42.0	PH/833/83332-0/AF-P96273-F1-model_v3.json.gz
P96273	37.0	37.0	30.0	42.0	PH/833/83332-0/AF-P96273-F1-model_v3.json.gz
P96878	25.0	25.0			PH/833/83332-0/AF-P96878-F1-model_v3.json.gz
P9WFV1	37.0	37.0			PH/833/83332-0/AF-P9WFV1-F1-model_v3.json.gz
P9WFX3	30.0	30.0	30.0	37.0	PH/833/83332-0/AF-P9WFX3-F1-model_v3.json.gz
P9WFZ5	37.0	37.0			PH/833/83332-0/AF-P9WFZ5-F1-model_v3.json.gz
P9WFZ5	22.0	22.0			PH/833/83332-0/AF-P9WFZ5-F1-model_v3.json.gz
P9WG41	37.0	37.0			PH/833/83332-0/AF-P9WG41-F1-model_v3.json.gz
P9WG45	30.0	30.0			PH/833/83332-0/AF-P9WG45-F1-model_v3.json.gz
P9WG45	37.0	37.0			PH/833/83332-0/AF-P9WG45-F1-model_v3.json.gz
P9WG47	30.0	30.0			PH/833/83332-0/AF-P9WG47-F1-model_v3.json.gz
P9WG47	37.0	37.0			PH/833/83332-0/AF-P9WG47-F1-model_v3.json.gz
P9WG49	37.0	37.0			PH/833/83332-0/AF-P9WG49-F1-model_v3.json.gz
P9WG59	25.0	25.0			PH/833/83332-0/AF-P9WG59-F1-model_v3.json.gz
P9WGP5	25.0	25.0			PH/833/83332-0/AF-P9WGP5-F1-model_v3.json.gz
P9WGR1	25.0	25.0			PH/833/83332-0/AF-P9WGR1-F1-model_v3.json.gz
P9WGR1	25.0	25.0			PH/833/83332-0/AF-P9WGR1-F1-model_v3.json.gz
P9WGR1	23.0	23.0			PH/833/83332-0/AF-P9WGR1-F1-model_v3.json.gz
P9WGZ3	30.0	30.0	25.0	45.0	PH/833/83332-0/AF-P9WGZ3-F1-model_v3.json.gz
P9WH11	25.0	25.0			PH/833/83332-0/AF-P9WH11-F1-model_v3.json.gz
P9WHN9	25.0	25.0			PH/833/83332-0/AF-P9WHN9-F1-model_v3.json.gz
P9WHQ9	25.0	25.0			PH/833/83332-0/AF-P9WHQ9-F1-model_v3.json.gz
P9WHR7	37.0	37.0	37.0	55.0	PH/833/83332-0/AF-P9WHR7-F1-model_v3.json.gz
P9WHS7	55.0	55.0	65.0	65.0	PH/833/83332-0/AF-P9WHS7-F1-model_v3.json.gz
P9WHS7	55.0	55.0	50.0	50.0	PH/833/83332-0/AF-P9WHS7-F1-model_v3.json.gz
P9WHS9	37.0	42.0			PH/833/83332-0/AF-P9WHS9-F1-model_v3.json.gz
P9WHT3	25.0	25.0			PH/833/83332-0/AF-P9WHT3-F1-model_v3.json.gz
P9WHU9	25.0	25.0			PH/833/83332-0/AF-P9WHU9-F1-model_v3.json.gz
P9WI59	37.0	37.0			PH/833/83332-0/AF-P9WI59-F1-model_v3.json.gz
P9WI71	37.0	37.0			PH/833/83332-0/AF-P9WI71-F1-model_v3.json.gz
P9WI83	25.0	25.0			PH/833/83332-0/AF-P9WI83-F1-model_v3.json.gz
P9WIA1	30.0	30.0			PH/833/83332-0/AF-P9WIA1-F1-model_v3.json.gz
P9WIB9	37.0	37.0			PH/833/83332-0/AF-P9WIB9-F1-model_v3.json.gz
P9WIB9	20.0	20.0			PH/833/83332-0/AF-P9WIB9-F1-model_v3.json.gz
P9WIJ3	30.0	30.0			PH/833/83332-0/AF-P9WIJ3-F1-model_v3.json.gz
P9WIL5	37.0	37.0			PH/833/83332-0/AF-P9WIL5-F1-model_v3.json.gz
P9WIQ1	37.0	37.0			PH/833/83332-0/AF-P9WIQ1-F1-model_v3.json.gz
P9WIQ3	30.0	30.0			PH/833/83332-0/AF-P9WIQ3-F1-model_v3.json.gz
P9WIU7	37.0	37.0			PH/833/83332-0/AF-P9WIU7-F1-model_v3.json.gz
P9WJ93	22.0	22.0			PH/833/83332-0/AF-P9WJ93-F1-model_v3.json.gz
P9WJA1	25.0	25.0			PH/833/83332-0/AF-P9WJA1-F1-model_v3.json.gz
P9WJJ5	37.0	37.0			PH/833/83332-0/AF-P9WJJ5-F1-model_v3.json.gz
P9WJJ7	60.0	60.0			PH/833/83332-0/AF-P9WJJ7-F1-model_v3.json.gz
P9WJL3	35.0	40.0			PH/833/83332-0/AF-P9WJL3-F1-model_v3.json.gz
P9WJN3	37.0	37.0			PH/833/83332-0/AF-P9WJN3-F1-model_v3.json.gz
P9WJN3	37.0	37.0			PH/833/83332-0/AF-P9WJN3-F1-model_v3.json.gz
P9WJN3	32.0	32.0			PH/833/83332-0/AF-P9WJN3-F1-model_v3.json.gz
P9WK19	55.0	55.0	65.0	65.0	PH/833/83332-0/AF-P9WK19-F1-model_v3.json.gz
P9WK19	37.0	37.0	65.0	65.0	PH/833/83332-0/AF-P9WK19-F1-model_v3.json.gz
P9WK21	37.0	37.0	65.0	65.0	PH/833/83332-0/AF-P9WK21-F1-model_v3.json.gz
P9WK95			15.0	95.0	PH/833/83332-0/AF-P9WK95-F1-model_v3.json.gz
P9WKD3	22.0	22.0			PH/833/83332-0/AF-P9WKD3-F1-model_v3.json.gz
P9WKD3	25.0	25.0			PH/833/83332-0/AF-P9WKD3-F1-model_v3.json.gz
P9WKD7	37.0	37.0			PH/833/83332-0/AF-P9WKD7-F1-model_v3.json.gz
P9WKE5	37.0	37.0			PH/833/83332-0/AF-P9WKE5-F1-model_v3.json.gz
P9WKG9	37.0	37.0			PH/833/83332-0/AF-P9WKG9-F1-model_v3.json.gz
P9WKI7	22.0	22.0			PH/833/83332-0/AF-P9WKI7-F1-model_v3.json.gz
P9WKI7	37.0	37.0			PH/833/83332-0/AF-P9WKI7-F1-model_v3.json.gz
P9WKL5	30.0	30.0			PH/833/83332-0/AF-P9WKL5-F1-model_v3.json.gz
P9WMK9	30.0	30.0			PH/833/83332-0/AF-P9WMK9-F1-model_v3.json.gz
P9WMK9	25.0	25.0			PH/833/83332-0/AF-P9WMK9-F1-model_v3.json.gz
P9WMN3	30.0	30.0			PH/833/83332-0/AF-P9WMN3-F1-model_v3.json.gz
P9WMN3	37.0	37.0			PH/833/83332-0/AF-P9WMN3-F1-model_v3.json.gz
P9WMN3	37.0	37.0			PH/833/83332-0/AF-P9WMN3-F1-model_v3.json.gz
P9WMN3	40.0	40.0			PH/833/83332-0/AF-P9WMN3-F1-model_v3.json.gz
P9WMN3	30.0	30.0			PH/833/83332-0/AF-P9WMN3-F1-model_v3.json.gz
P9WMP9	37.0	37.0			PH/833/83332-0/AF-P9WMP9-F1-model_v3.json.gz
P9WMW5	37.0	37.0			PH/833/83332-0/AF-P9WMW5-F1-model_v3.json.gz
P9WMY3	37.0	37.0			PH/833/83332-0/AF-P9WMY3-F1-model_v3.json.gz
P9WN21	22.0	22.0			PH/833/83332-0/AF-P9WN21-F1-model_v3.json.gz
P9WN39	22.0	22.0			PH/833/83332-0/AF-P9WN39-F1-model_v3.json.gz
P9WN45	30.0	30.0			PH/833/83332-0/AF-P9WN45-F1-model_v3.json.gz
P9WN65	30.0	30.0	26.0	60.0	PH/833/83332-0/AF-P9WN65-F1-model_v3.json.gz
P9WN67	37.0	37.0			PH/833/83332-0/AF-P9WN67-F1-model_v3.json.gz
P9WN83	25.0	25.0			PH/833/83332-0/AF-P9WN83-F1-model_v3.json.gz
P9WNG3	37.0	37.0			PH/833/83332-0/AF-P9WNG3-F1-model_v3.json.gz
P9WNG5	37.0	37.0			PH/833/83332-0/AF-P9WNG5-F1-model_v3.json.gz
P9WNH5	25.0	25.0			PH/833/83332-0/AF-P9WNH5-F1-model_v3.json.gz
P9WNP5	25.0	25.0			PH/833/83332-0/AF-P9WNP5-F1-model_v3.json.gz
P9WNP7	37.0	37.0			PH/833/83332-0/AF-P9WNP7-F1-model_v3.json.gz
P9WNS1	37.0	37.0			PH/833/83332-0/AF-P9WNS1-F1-model_v3.json.gz
P9WNS1	22.0	22.0			PH/833/83332-0/AF-P9WNS1-F1-model_v3.json.gz
P9WNS5	25.0	25.0			PH/833/83332-0/AF-P9WNS5-F1-model_v3.json.gz
P9WNU7	25.0	25.0			PH/833/83332-0/AF-P9WNU7-F1-model_v3.json.gz
P9WNU7	30.0	30.0			PH/833/83332-0/AF-P9WNU7-F1-model_v3.json.gz
P9WNW1	37.0	37.0			PH/833/83332-0/AF-P9WNW1-F1-model_v3.json.gz
P9WNW9	25.0	25.0			PH/833/83332-0/AF-P9WNW9-F1-model_v3.json.gz
P9WNW9	15.0	40.0			PH/833/83332-0/AF-P9WNW9-F1-model_v3.json.gz
P9WNX3	25.0	25.0			PH/833/83332-0/AF-P9WNX3-F1-model_v3.json.gz
P9WNX5	30.0	30.0			PH/833/83332-0/AF-P9WNX5-F1-model_v3.json.gz
P9WP31	37.0	37.0			PH/833/83332-0/AF-P9WP31-F1-model_v3.json.gz
P9WP79	37.0	37.0			PH/833/83332-0/AF-P9WP79-F1-model_v3.json.gz
P9WP79	37.0	37.0			PH/833/83332-0/AF-P9WP79-F1-model_v3.json.gz
P9WPP9	37.0	37.0			PH/833/83332-0/AF-P9WPP9-F1-model_v3.json.gz
P9WPQ7	37.0	37.0			PH/833/83332-0/AF-P9WPQ7-F1-model_v3.json.gz
P9WPT5	37.0	37.0			PH/833/83332-0/AF-P9WPT5-F1-model_v3.json.gz
P9WPW9	37.0	37.0			PH/833/83332-0/AF-P9WPW9-F1-model_v3.json.gz
P9WPW9	37.0	37.0			PH/833/83332-0/AF-P9WPW9-F1-model_v3.json.gz
P9WPX7	25.0	25.0			PH/833/83332-0/AF-P9WPX7-F1-model_v3.json.gz
P9WPX9	25.0	25.0			PH/833/83332-0/AF-P9WPX9-F1-model_v3.json.gz
P9WPY7	25.0	25.0			PH/833/83332-0/AF-P9WPY7-F1-model_v3.json.gz
P9WQ13	60.0	60.0			PH/833/83332-0/AF-P9WQ13-F1-model_v3.json.gz
P9WQ75	37.0	37.0			PH/833/83332-0/AF-P9WQ75-F1-model_v3.json.gz
P9WQ75	25.0	25.0			PH/833/83332-0/AF-P9WQ75-F1-model_v3.json.gz
P9WQ77	37.0	37.0			PH/833/83332-0/AF-P9WQ77-F1-model_v3.json.gz
P9WQA3	55.0	55.0			PH/833/83332-0/AF-P9WQA3-F1-model_v3.json.gz
P9WQB3	37.0	37.0	37.0	42.0	PH/833/83332-0/AF-P9WQB3-F1-model_v3.json.gz
P9WQB3	25.0	25.0	37.0	42.0	PH/833/83332-0/AF-P9WQB3-F1-model_v3.json.gz
P9WQN9	37.0	37.0			PH/833/83332-0/AF-P9WQN9-F1-model_v3.json.gz
P9WQP7	30.0	30.0			PH/833/83332-0/AF-P9WQP7-F1-model_v3.json.gz
Q79FV4	21.0	22.0			PH/833/83332-0/AF-Q79FV4-F1-model_v3.json.gz
P00363	30.0	30.0			PH/833/83333-0/AF-P00363-F1-model_v3.json.gz
P00370	22.0	22.0			PH/833/83333-0/AF-P00370-F1-model_v3.json.gz
P00509	25.0	25.0			PH/833/83333-0/AF-P00509-F1-model_v3.json.gz
P00509	35.0	35.0			PH/833/83333-0/AF-P00509-F1-model_v3.json.gz
P00550	37.0	37.0			PH/833/83333-0/AF-P00550-F1-model_v3.json.gz
P00634	25.0	25.0			PH/833/83333-0/AF-P00634-F1-model_v3.json.gz
P00861	37.0	37.0			PH/833/83333-0/AF-P00861-F1-model_v3.json.gz
P00926	25.0	25.0			PH/833/83333-0/AF-P00926-F1-model_v3.json.gz
P00936	45.0	45.0			PH/833/83333-0/AF-P00936-F1-model_v3.json.gz
P00936	47.0	47.0			PH/833/83333-0/AF-P00936-F1-model_v3.json.gz
P00956	37.0	37.0			PH/833/83333-0/AF-P00956-F1-model_v3.json.gz
P00956	30.0	30.0			PH/833/83333-0/AF-P00956-F1-model_v3.json.gz
P00957	37.0	37.0			PH/833/83333-0/AF-P00957-F1-model_v3.json.gz
P00962	22.0	22.0			PH/833/83333-0/AF-P00962-F1-model_v3.json.gz
P00962	37.0	37.0			PH/833/83333-0/AF-P00962-F1-model_v3.json.gz
P00962	22.0	22.0			PH/833/83333-0/AF-P00962-F1-model_v3.json.gz
P02919	22.0	22.0			PH/833/83333-0/AF-P02919-F1-model_v3.json.gz
P03813	37.0	37.0	25.0	50.0	PH/833/83333-0/AF-P03813-F1-model_v3.json.gz
P04805	37.0	37.0			PH/833/83333-0/AF-P04805-F1-model_v3.json.gz
P04825	37.0	37.0			PH/833/83333-0/AF-P04825-F1-model_v3.json.gz
P04993	37.0	37.0			PH/833/83333-0/AF-P04993-F1-model_v3.json.gz
P04995	37.0	37.0			PH/833/83333-0/AF-P04995-F1-model_v3.json.gz
P05042	37.0	37.0			PH/833/83333-0/AF-P05042-F1-model_v3.json.gz
P06609	23.0	23.0			PH/833/83333-0/AF-P06609-F1-model_v3.json.gz
P06609	22.0	22.0			PH/833/83333-0/AF-P06609-F1-model_v3.json.gz
P06611	23.0	23.0			PH/833/83333-0/AF-P06611-F1-model_v3.json.gz
P06611	22.0	22.0			PH/833/83333-0/AF-P06611-F1-model_v3.json.gz
P06611	22.0	22.0			PH/833/83333-0/AF-P06611-F1-model_v3.json.gz
P06721	25.0	25.0			PH/833/83333-0/AF-P06721-F1-model_v3.json.gz
P06961	37.0	37.0			PH/833/83333-0/AF-P06961-F1-model_v3.json.gz
P06968	25.0	25.0			PH/833/83333-0/AF-P06968-F1-model_v3.json.gz
P07102	45.0	45.0	20.0	80.0	PH/833/83333-0/AF-P07102-F1-model_v3.json.gz
P07102	37.0	37.0	20.0	80.0	PH/833/83333-0/AF-P07102-F1-model_v3.json.gz
P07102	50.0	50.0	20.0	80.0	PH/833/83333-0/AF-P07102-F1-model_v3.json.gz
P07102	60.0	60.0	20.0	80.0	PH/833/83333-0/AF-P07102-F1-model_v3.json.gz
P07648	37.0	37.0			PH/833/83333-0/AF-P07648-F1-model_v3.json.gz
P07762	30.0	30.0			PH/833/83333-0/AF-P07762-F1-model_v3.json.gz
P07813	30.0	30.0			PH/833/83333-0/AF-P07813-F1-model_v3.json.gz
P07813	37.0	37.0			PH/833/83333-0/AF-P07813-F1-model_v3.json.gz
P07862	25.0	25.0			PH/833/83333-0/AF-P07862-F1-model_v3.json.gz
P07913	39.0	39.0			PH/833/83333-0/AF-P07913-F1-model_v3.json.gz
P08200	40.0	40.0			PH/833/83333-0/AF-P08200-F1-model_v3.json.gz
P08200	50.0	50.0			PH/833/83333-0/AF-P08200-F1-model_v3.json.gz
P08394	37.0	37.0			PH/833/83333-0/AF-P08394-F1-model_v3.json.gz
P09147	35.0	35.0			PH/833/83333-0/AF-P09147-F1-model_v3.json.gz
P09148	27.0	27.0			PH/833/83333-0/AF-P09148-F1-model_v3.json.gz
P09152	25.0	25.0			PH/833/83333-0/AF-P09152-F1-model_v3.json.gz
P09158	50.0	50.0	37.0	50.0	PH/833/83333-0/AF-P09158-F1-model_v3.json.gz
P09169	25.0	25.0			PH/833/83333-0/AF-P09169-F1-model_v3.json.gz
P09169	37.0	37.0			PH/833/83333-0/AF-P09169-F1-model_v3.json.gz
P09373	25.0	25.0			PH/833/83333-0/AF-P09373-F1-model_v3.json.gz
P09373	30.0	30.0			PH/833/83333-0/AF-P09373-F1-model_v3.json.gz
P09391	37.0	37.0			PH/833/83333-0/AF-P09391-F1-model_v3.json.gz
P09546	25.0	25.0			PH/833/83333-0/AF-P09546-F1-model_v3.json.gz
P09546	25.0	25.0			PH/833/83333-0/AF-P09546-F1-model_v3.json.gz
P0A6A3	37.0	37.0			PH/833/83333-0/AF-P0A6A3-F1-model_v3.json.gz
P0A6A3	30.0	30.0			PH/833/83333-0/AF-P0A6A3-F1-model_v3.json.gz
P0A6A3	70.0	70.0			PH/833/83333-0/AF-P0A6A3-F1-model_v3.json.gz
P0A6D3	25.0	25.0			PH/833/83333-0/AF-P0A6D3-F1-model_v3.json.gz
P0A6D3	20.0	20.0			PH/833/83333-0/AF-P0A6D3-F1-model_v3.json.gz
P0A6D5	25.0	25.0			PH/833/83333-0/AF-P0A6D5-F1-model_v3.json.gz
P0A6D5	20.0	20.0			PH/833/83333-0/AF-P0A6D5-F1-model_v3.json.gz
P0A6D7	40.0	40.0	15.0	40.0	PH/833/83333-0/AF-P0A6D7-F1-model_v3.json.gz
P0A6I3	37.0	37.0			PH/833/83333-0/AF-P0A6I3-F1-model_v3.json.gz
P0A6I6	22.0	22.0			PH/833/83333-0/AF-P0A6I6-F1-model_v3.json.gz
P0A6K3	30.0	30.0			PH/833/83333-0/AF-P0A6K3-F1-model_v3.json.gz
P0A6K3	37.0	37.0			PH/833/83333-0/AF-P0A6K3-F1-model_v3.json.gz
P0A6K3	25.0	25.0			PH/833/83333-0/AF-P0A6K3-F1-model_v3.json.gz
P0A6L0	25.0	25.0			PH/833/83333-0/AF-P0A6L0-F1-model_v3.json.gz
